RECORD_ID,COLLEGE_CODE,COLLEGE_NAME,DISTRICT,BRANCH_NAME,BRANCH_CODE,OC,BC,BCM,MBC,SC,SCA,ST
TNEA2025-00679,1428,"E.S.College of Engineering and Technology, Chennai Trunk Road, Ayyankoilpattu, Villupuram-605602.",VILUPPURAM,Artificial Intelligence and Data Science,ad,103.5,104.0,109.0,102.5,94.0,Not Available,Not Available
TNEA2025-00680,1428,"E.S.College of Engineering and Technology, Chennai Trunk Road, Ayyankoilpattu, Villupuram-605602.",VILUPPURAM,Computer Science and Engineering,cs,113.5,104.0,109.0,102.5,94.0,Not Available,Not Available
TNEA2025-00681,1428,"E.S.College of Engineering and Technology, Chennai Trunk Road, Ayyankoilpattu, Villupuram-605602.",VILUPPURAM,Electronics and Communication Engineering,ec,103.0,104.0,109.0,102.5,94.0,Not Available,Not Available
TNEA2025-00682,1428,"E.S.College of Engineering and Technology, Chennai Trunk Road, Ayyankoilpattu, Villupuram-605602.",VILUPPURAM,Information Technology,it,100.0,85.0,91.0,90.0,84.0,Not Available,Not Available
TNEA2025-01509,1430,"Maha Barathi Engineering College, A. Vasudevanur (post), Chinnasalem, Kallakurichi (Taluk), Villupuram-606201.",KALLAKURICHI,Artificial Intelligence and Data Science,ad,108.5,99.0,92.5,97.5,80.5,101.0,Not Available
TNEA2025-01510,1430,"Maha Barathi Engineering College, A. Vasudevanur (post), Chinnasalem, Kallakurichi (Taluk), Villupuram-606201.",KALLAKURICHI,Civil Engineering,ce,86.0,99.0,92.5,97.5,80.5,101.0,Not Available
TNEA2025-01511,1430,"Maha Barathi Engineering College, A. Vasudevanur (post), Chinnasalem, Kallakurichi (Taluk), Villupuram-606201.",KALLAKURICHI,Computer Science and Engineering,cs,99.5,89.5,92.5,87.5,84.5,92.0,Not Available
TNEA2025-01512,1430,"Maha Barathi Engineering College, A. Vasudevanur (post), Chinnasalem, Kallakurichi (Taluk), Villupuram-606201.",KALLAKURICHI,Electrical and Electronics Engineering,ee,107.0,89.5,92.5,99.0,98.5,87.0,Not Available
TNEA2025-01513,1430,"Maha Barathi Engineering College, A. Vasudevanur (post), Chinnasalem, Kallakurichi (Taluk), Villupuram-606201.",KALLAKURICHI,Electronics and Communication Engineering,ec,122.5,87.0,92.5,86.5,99.5,105.0,Not Available
TNEA2025-01514,1430,"Maha Barathi Engineering College, A. Vasudevanur (post), Chinnasalem, Kallakurichi (Taluk), Villupuram-606201.",KALLAKURICHI,Mechanical Engineering,me,104.5,87.0,92.5,88.0,86.0,84.0,Not Available
TNEA2025-01780,1431,"New Prince Shri Bhavani College of Engineering and Technology (Autonomous), Vengaivasal Main Road, Gowrivakkam, Chennai-600073.",CHENGALPATTU,Artificial Intelligence and Data Science,ad,142.5,118.0,112.5,107.0,100.5,114.5,84.0
TNEA2025-01781,1431,"New Prince Shri Bhavani College of Engineering and Technology (Autonomous), Vengaivasal Main Road, Gowrivakkam, Chennai-600073.",CHENGALPATTU,Civil Engineering,ce,142.5,118.0,112.5,107.0,100.5,114.5,84.0
TNEA2025-01782,1431,"New Prince Shri Bhavani College of Engineering and Technology (Autonomous), Vengaivasal Main Road, Gowrivakkam, Chennai-600073.",CHENGALPATTU,Computer Science and Engineering,cs,140.0,106.5,113.5,109.5,93.5,82.5,84.0
TNEA2025-01783,1431,"New Prince Shri Bhavani College of Engineering and Technology (Autonomous), Vengaivasal Main Road, Gowrivakkam, Chennai-600073.",CHENGALPATTU,Computer Science and Engineering (Cyber Security),sc,121.0,92.5,113.0,95.5,86.0,82.5,84.0
TNEA2025-01784,1431,"New Prince Shri Bhavani College of Engineering and Technology (Autonomous), Vengaivasal Main Road, Gowrivakkam, Chennai-600073.",CHENGALPATTU,Electrical and Electronics Engineering,ee,102.0,98.0,113.0,95.0,94.5,82.5,84.0
TNEA2025-01785,1431,"New Prince Shri Bhavani College of Engineering and Technology (Autonomous), Vengaivasal Main Road, Gowrivakkam, Chennai-600073.",CHENGALPATTU,Electronics and Communication Engineering,ec,123.5,83.0,108.5,94.5,81.5,82.5,84.0
TNEA2025-01786,1431,"New Prince Shri Bhavani College of Engineering and Technology (Autonomous), Vengaivasal Main Road, Gowrivakkam, Chennai-600073.",CHENGALPATTU,Information Technology,it,138.5,96.0,127.0,114.0,99.5,82.5,84.0
TNEA2025-01787,1431,"New Prince Shri Bhavani College of Engineering and Technology (Autonomous), Vengaivasal Main Road, Gowrivakkam, Chennai-600073.",CHENGALPATTU,Mechanical Engineering,me,95.5,87.5,127.0,114.0,80.5,82.5,84.0
TNEA2025-02227,1432,"Rajalakshmi Institute of Technology (Autonomous), Bangalore Highway Road, Kuthambakkam, Chennai-600124.",TIRUVALLUR,Artificial Intelligence and Data Science,ad,185.0,181.0,178.5,177.0,154.5,128.5,105.5
TNEA2025-02228,1432,"Rajalakshmi Institute of Technology (Autonomous), Bangalore Highway Road, Kuthambakkam, Chennai-600124.",TIRUVALLUR,Bio Technology,bt,174.5,168.0,157.0,158.0,135.5,128.5,105.5
TNEA2025-02230,1432,"Rajalakshmi Institute of Technology (Autonomous), Bangalore Highway Road, Kuthambakkam, Chennai-600124.",TIRUVALLUR,Computer Science and Bussiness System,cb,182.0,178.5,178.0,176.5,142.5,106.5,105.5
TNEA2025-02231,1432,"Rajalakshmi Institute of Technology (Autonomous), Bangalore Highway Road, Kuthambakkam, Chennai-600124.",TIRUVALLUR,Computer Science and Engineering,cs,188.33,184.0,182.0,181.0,158.5,117.0,143.5
TNEA2025-02232,1432,"Rajalakshmi Institute of Technology (Autonomous), Bangalore Highway Road, Kuthambakkam, Chennai-600124.",TIRUVALLUR,Computer Science and Engineering (Ai and Machine Learning),am,184.5,180.5,176.5,177.0,154.5,112.0,104.5
TNEA2025-02229,1432,"Rajalakshmi Institute of Technology (Autonomous), Bangalore Highway Road, Kuthambakkam, Chennai-600124.",TIRUVALLUR,Computer and Communication Engineering,co,183.0,178.5,179.5,177.0,153.0,128.5,105.5
TNEA2025-02234,1432,"Rajalakshmi Institute of Technology (Autonomous), Bangalore Highway Road, Kuthambakkam, Chennai-600124.",TIRUVALLUR,Electronics Engineering (Vlsi Design and Technology),ev,181.5,176.5,170.0,174.0,131.5,107.0,104.5
TNEA2025-02233,1432,"Rajalakshmi Institute of Technology (Autonomous), Bangalore Highway Road, Kuthambakkam, Chennai-600124.",TIRUVALLUR,Electronics and Communication Engineering,ec,187.5,184.0,179.0,179.0,163.0,107.0,104.5
TNEA2025-02235,1432,"Rajalakshmi Institute of Technology (Autonomous), Bangalore Highway Road, Kuthambakkam, Chennai-600124.",TIRUVALLUR,Mechanical Engineering,me,172.0,161.5,157.0,154.0,125.5,107.0,104.5
TNEA2025-03011,1434,"Surya Group of Institutions, NH-45, GST Road, Vikiravandi, Villupuram-605652.",VILUPPURAM,Aeronautical Engineering,ae,106.0,86.5,Not Available,106.0,122.0,91.5,Not Available
TNEA2025-03012,1434,"Surya Group of Institutions, NH-45, GST Road, Vikiravandi, Villupuram-605652.",VILUPPURAM,Agricultural Engineering,ag,122.5,86.5,Not Available,106.0,122.0,91.5,Not Available
TNEA2025-03014,1434,"Surya Group of Institutions, NH-45, GST Road, Vikiravandi, Villupuram-605652.",VILUPPURAM,Artificial Intelligence and Data Science,ad,131.5,86.5,Not Available,110.5,96.5,91.5,Not Available
TNEA2025-03013,1434,"Surya Group of Institutions, NH-45, GST Road, Vikiravandi, Villupuram-605652.",VILUPPURAM,Automobile Engineering,au,122.5,86.5,Not Available,106.0,122.0,91.5,Not Available
TNEA2025-03015,1434,"Surya Group of Institutions, NH-45, GST Road, Vikiravandi, Villupuram-605652.",VILUPPURAM,Civil Engineering,ce,131.5,86.5,Not Available,110.5,96.5,91.5,Not Available
TNEA2025-03016,1434,"Surya Group of Institutions, NH-45, GST Road, Vikiravandi, Villupuram-605652.",VILUPPURAM,Computer Science and Engineering,cs,135.0,103.0,Not Available,102.0,103.5,91.5,Not Available
TNEA2025-03017,1434,"Surya Group of Institutions, NH-45, GST Road, Vikiravandi, Villupuram-605652.",VILUPPURAM,Computer Science and Engineering (Cyber Security),sc,102.0,103.0,Not Available,88.5,103.5,91.5,Not Available
TNEA2025-03018,1434,"Surya Group of Institutions, NH-45, GST Road, Vikiravandi, Villupuram-605652.",VILUPPURAM,Electrical and Electronics Engineering,ee,90.5,103.0,Not Available,88.5,103.5,91.5,Not Available
TNEA2025-03019,1434,"Surya Group of Institutions, NH-45, GST Road, Vikiravandi, Villupuram-605652.",VILUPPURAM,Electronics and Communication Engineering,ec,85.5,103.0,Not Available,88.5,103.5,91.5,Not Available
TNEA2025-03020,1434,"Surya Group of Institutions, NH-45, GST Road, Vikiravandi, Villupuram-605652.",VILUPPURAM,Mechanical Engineering,me,95.5,103.0,Not Available,88.5,103.5,91.5,Not Available
TNEA2025-00020,1436,"A.R.Engineering College, Vadakuchipalayam, Kappiyampuliyur post, Villupuram-605601.",VILUPPURAM,Artificial Intelligence and Data Science,ad,85.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
TNEA2025-00021,1436,"A.R.Engineering College, Vadakuchipalayam, Kappiyampuliyur post, Villupuram-605601.",VILUPPURAM,Civil Engineering,ce,85.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
TNEA2025-00022,1436,"A.R.Engineering College, Vadakuchipalayam, Kappiyampuliyur post, Villupuram-605601.",VILUPPURAM,Computer Science and Engineering,cs,83.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
TNEA2025-00023,1436,"A.R.Engineering College, Vadakuchipalayam, Kappiyampuliyur post, Villupuram-605601.",VILUPPURAM,Electrical and Electronics Engineering,ee,91.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
TNEA2025-00024,1436,"A.R.Engineering College, Vadakuchipalayam, Kappiyampuliyur post, Villupuram-605601.",VILUPPURAM,Electronics and Communication Engineering,ec,121.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
TNEA2025-00025,1436,"A.R.Engineering College, Vadakuchipalayam, Kappiyampuliyur post, Villupuram-605601.",VILUPPURAM,Mechanical Engineering,me,121.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
TNEA2025-02275,1437,"Rrase College of Engineering, Vanjuvancherry, Padappai, Sriperumbadur, Kancheepuram -601301.",KANCHIPURAM,Artificial Intelligence and Data Science,ad,146.0,101.5,110.0,135.0,145.5,Not Available,Not Available
TNEA2025-02274,1437,"Rrase College of Engineering, Vanjuvancherry, Padappai, Sriperumbadur, Kancheepuram -601301.",KANCHIPURAM,Automobile Engineering,au,117.5,101.5,110.0,135.0,145.5,Not Available,Not Available
TNEA2025-02276,1437,"Rrase College of Engineering, Vanjuvancherry, Padappai, Sriperumbadur, Kancheepuram -601301.",KANCHIPURAM,Civil Engineering,ce,147.0,101.5,110.0,135.0,145.5,Not Available,Not Available
TNEA2025-02277,1437,"Rrase College of Engineering, Vanjuvancherry, Padappai, Sriperumbadur, Kancheepuram -601301.",KANCHIPURAM,Computer Science and Engineering,cs,132.0,82.5,110.0,113.0,113.0,Not Available,Not Available
TNEA2025-02278,1437,"Rrase College of Engineering, Vanjuvancherry, Padappai, Sriperumbadur, Kancheepuram -601301.",KANCHIPURAM,Computer Science and Engineering (Cyber Security),sc,118.5,102.0,110.0,95.0,98.0,Not Available,Not Available
TNEA2025-02279,1437,"Rrase College of Engineering, Vanjuvancherry, Padappai, Sriperumbadur, Kancheepuram -601301.",KANCHIPURAM,Electrical and Electronics Engineering,ee,102.5,83.0,110.0,95.0,97.5,Not Available,Not Available
TNEA2025-02280,1437,"Rrase College of Engineering, Vanjuvancherry, Padappai, Sriperumbadur, Kancheepuram -601301.",KANCHIPURAM,Electronics and Communication Engineering,ec,115.0,80.5,110.0,105.0,86.5,Not Available,Not Available
TNEA2025-02281,1437,"Rrase College of Engineering, Vanjuvancherry, Padappai, Sriperumbadur, Kancheepuram -601301.",KANCHIPURAM,Information Technology,it,132.5,106.5,108.0,92.5,119.5,Not Available,Not Available
TNEA2025-02282,1437,"Rrase College of Engineering, Vanjuvancherry, Padappai, Sriperumbadur, Kancheepuram -601301.",KANCHIPURAM,Mechanical Engineering,me,90.0,106.5,108.0,92.5,119.5,Not Available,Not Available
TNEA2025-02609,1438,"Sree Krishna College of Engineering, Anaicut Post, Unnai Village, Vellore-632101.",VELLORE,Civil Engineering,ce,79.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
TNEA2025-02610,1438,"Sree Krishna College of Engineering, Anaicut Post, Unnai Village, Vellore-632101.",VELLORE,Computer Science and Engineering,cs,79.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
TNEA2025-02611,1438,"Sree Krishna College of Engineering, Anaicut Post, Unnai Village, Vellore-632101.",VELLORE,Electrical and Electronics Engineering,ee,79.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
TNEA2025-02612,1438,"Sree Krishna College of Engineering, Anaicut Post, Unnai Village, Vellore-632101.",VELLORE,Electronics and Communication Engineering,ec,114.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
TNEA2025-02613,1438,"Sree Krishna College of Engineering, Anaicut Post, Unnai Village, Vellore-632101.",VELLORE,Mechanical Engineering,me,114.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
TNEA2025-00008,1441,"A.K.T.Memorial College of Engineering and Technology, Neelamangalam( Post ), Kallakurichi Taluk, Villupuram District-606202.",KALLAKURICHI,Artificial Intelligence and Data Science,ad,128.5,104.5,124.5,88.5,116.0,Not Available,Not Available
TNEA2025-00009,1441,"A.K.T.Memorial College of Engineering and Technology, Neelamangalam( Post ), Kallakurichi Taluk, Villupuram District-606202.",KALLAKURICHI,Civil Engineering,ce,88.5,104.5,124.5,88.5,116.0,Not Available,Not Available
TNEA2025-00010,1441,"A.K.T.Memorial College of Engineering and Technology, Neelamangalam( Post ), Kallakurichi Taluk, Villupuram District-606202.",KALLAKURICHI,Computer Science and Engineering,cs,120.0,85.0,107.0,99.5,96.5,Not Available,Not Available
TNEA2025-00011,1441,"A.K.T.Memorial College of Engineering and Technology, Neelamangalam( Post ), Kallakurichi Taluk, Villupuram District-606202.",KALLAKURICHI,Electrical and Electronics Engineering,ee,89.5,80.5,107.0,83.5,96.5,Not Available,Not Available
TNEA2025-00012,1441,"A.K.T.Memorial College of Engineering and Technology, Neelamangalam( Post ), Kallakurichi Taluk, Villupuram District-606202.",KALLAKURICHI,Electronics and Communication Engineering,ec,117.5,109.5,107.0,90.5,96.5,Not Available,Not Available
TNEA2025-00013,1441,"A.K.T.Memorial College of Engineering and Technology, Neelamangalam( Post ), Kallakurichi Taluk, Villupuram District-606202.",KALLAKURICHI,Information Technology,it,118.0,94.0,107.0,90.0,112.0,Not Available,Not Available
TNEA2025-00014,1441,"A.K.T.Memorial College of Engineering and Technology, Neelamangalam( Post ), Kallakurichi Taluk, Villupuram District-606202.",KALLAKURICHI,Mechanical Engineering,me,93.5,94.0,107.0,90.0,112.0,Not Available,Not Available
TNEA2025-02105,1442,"Prince Dr. K. Vasudevan College of Engineering and Technology, Medavakkam-Mambakkam Road, Ponmar, Chennai-600127.",CHENGALPATTU,Artificial Intelligence and Data Science,ad,192.0,190.5,185.5,188.5,185.0,Not Available,Not Available
TNEA2025-02106,1442,"Prince Dr. K. Vasudevan College of Engineering and Technology, Medavakkam-Mambakkam Road, Ponmar, Chennai-600127.",CHENGALPATTU,Bio Medical Engineering,bm,96.0,190.5,185.5,188.5,185.0,Not Available,Not Available
TNEA2025-02107,1442,"Prince Dr. K. Vasudevan College of Engineering and Technology, Medavakkam-Mambakkam Road, Ponmar, Chennai-600127.",CHENGALPATTU,Computer Science and Engineering,cs,187.0,157.0,149.5,149.5,101.5,Not Available,Not Available
TNEA2025-02108,1442,"Prince Dr. K. Vasudevan College of Engineering and Technology, Medavakkam-Mambakkam Road, Ponmar, Chennai-600127.",CHENGALPATTU,Computer Science and Engineering (Cyber Security),sc,187.0,149.5,137.0,129.5,97.0,Not Available,Not Available
TNEA2025-02152,1444,"R.M.Engineering College, Zamin Endathur Village, Madurantakam, Kanchipuram-603311.",CHENGALPATTU,Artificial Intelligence and Data Science,ad,81.0,Not Available,104.5,83.5,91.5,81.5,Not Available
TNEA2025-02153,1444,"R.M.Engineering College, Zamin Endathur Village, Madurantakam, Kanchipuram-603311.",CHENGALPATTU,Civil Engineering,ce,81.0,Not Available,104.5,83.5,91.5,81.5,Not Available
TNEA2025-02154,1444,"R.M.Engineering College, Zamin Endathur Village, Madurantakam, Kanchipuram-603311.",CHENGALPATTU,Computer Science and Engineering,cs,107.5,Not Available,104.5,83.5,91.5,81.5,Not Available
TNEA2025-02155,1444,"R.M.Engineering College, Zamin Endathur Village, Madurantakam, Kanchipuram-603311.",CHENGALPATTU,Computer Science and Engineering (Cyber Security),sc,107.5,Not Available,104.5,83.5,91.5,81.5,Not Available
TNEA2025-02156,1444,"R.M.Engineering College, Zamin Endathur Village, Madurantakam, Kanchipuram-603311.",CHENGALPATTU,Electronics and Communication Engineering,ec,84.0,Not Available,104.5,83.5,91.5,81.5,Not Available
TNEA2025-02157,1444,"R.M.Engineering College, Zamin Endathur Village, Madurantakam, Kanchipuram-603311.",CHENGALPATTU,Mechanical Engineering,me,114.0,Not Available,104.5,83.5,91.5,81.5,Not Available
TNEA2025-02763,1445,"Sri Rangapoopathi College of Engineering, Alampoondi Village & Post, Gingee Taluk, Villupuram District-604151.",VILUPPURAM,Artificial Intelligence and Data Science,ad,111.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
TNEA2025-02764,1445,"Sri Rangapoopathi College of Engineering, Alampoondi Village & Post, Gingee Taluk, Villupuram District-604151.",VILUPPURAM,Civil Engineering,ce,120.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
TNEA2025-02765,1445,"Sri Rangapoopathi College of Engineering, Alampoondi Village & Post, Gingee Taluk, Villupuram District-604151.",VILUPPURAM,Computer Science and Engineering,cs,83.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
TNEA2025-02766,1445,"Sri Rangapoopathi College of Engineering, Alampoondi Village & Post, Gingee Taluk, Villupuram District-604151.",VILUPPURAM,Computer Science and Engineering (Cyber Security),sc,83.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
TNEA2025-02767,1445,"Sri Rangapoopathi College of Engineering, Alampoondi Village & Post, Gingee Taluk, Villupuram District-604151.",VILUPPURAM,Electrical and Electronics Engineering,ee,83.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
TNEA2025-02768,1445,"Sri Rangapoopathi College of Engineering, Alampoondi Village & Post, Gingee Taluk, Villupuram District-604151.",VILUPPURAM,Electronics and Communication Engineering,ec,84.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
TNEA2025-02769,1445,"Sri Rangapoopathi College of Engineering, Alampoondi Village & Post, Gingee Taluk, Villupuram District-604151.",VILUPPURAM,Mechanical Engineering,me,98.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
TNEA2025-02449,1449,"Saraswathy College of Engineering and Technology, NH-45 Main Road, Olakkur, Tindivanam, Villupuram-604307.",VILUPPURAM,Agricultural Engineering,ag,96.0,108.0,Not Available,97.5,101.0,Not Available,Not Available
TNEA2025-02450,1449,"Saraswathy College of Engineering and Technology, NH-45 Main Road, Olakkur, Tindivanam, Villupuram-604307.",VILUPPURAM,Artificial Intelligence and Data Science,ad,118.0,108.0,Not Available,97.5,101.0,Not Available,Not Available
TNEA2025-02451,1449,"Saraswathy College of Engineering and Technology, NH-45 Main Road, Olakkur, Tindivanam, Villupuram-604307.",VILUPPURAM,Civil Engineering,ce,82.0,108.0,Not Available,97.5,101.0,Not Available,Not Available
TNEA2025-02452,1449,"Saraswathy College of Engineering and Technology, NH-45 Main Road, Olakkur, Tindivanam, Villupuram-604307.",VILUPPURAM,Computer Science and Engineering,cs,129.0,94.0,Not Available,111.5,101.0,Not Available,Not Available
TNEA2025-02453,1449,"Saraswathy College of Engineering and Technology, NH-45 Main Road, Olakkur, Tindivanam, Villupuram-604307.",VILUPPURAM,Electronics and Communication Engineering,ec,106.5,96.0,Not Available,90.5,92.0,Not Available,Not Available
TNEA2025-02454,1449,"Saraswathy College of Engineering and Technology, NH-45 Main Road, Olakkur, Tindivanam, Villupuram-604307.",VILUPPURAM,Mechanical Engineering,me,94.0,96.0,Not Available,90.5,92.0,Not Available,Not Available
TNEA2025-01409,1450,"Loyola-ICAM College of Engineering and Technology, Loyola College Campus, Chennai-600034.",CHENNAI,Artificial Intelligence and Data Science,ad,185.5,182.0,184.5,182.0,176.5,141.0,136.0
TNEA2025-01410,1450,"Loyola-ICAM College of Engineering and Technology, Loyola College Campus, Chennai-600034.",CHENNAI,Computer Science and Engineering,cs,189.0,184.5,184.5,184.5,173.5,141.0,108.0
TNEA2025-01411,1450,"Loyola-ICAM College of Engineering and Technology, Loyola College Campus, Chennai-600034.",CHENNAI,Electrical and Electronics Engineering,ee,179.0,173.5,174.0,168.5,145.5,142.0,108.0
TNEA2025-01412,1450,"Loyola-ICAM College of Engineering and Technology, Loyola College Campus, Chennai-600034.",CHENNAI,Electronics and Communication Engineering,ec,186.0,183.0,184.5,182.5,170.5,146.0,108.0
TNEA2025-01413,1450,"Loyola-ICAM College of Engineering and Technology, Loyola College Campus, Chennai-600034.",CHENNAI,Information Technology,it,184.5,182.0,184.0,181.0,171.0,170.5,108.0
TNEA2025-01414,1450,"Loyola-ICAM College of Engineering and Technology, Loyola College Campus, Chennai-600034.",CHENNAI,Mechanical Engineering,me,174.0,171.5,157.0,162.5,163.5,170.5,108.0
TNEA2025-01872,1452,"PERI Institute of Technology (Autonomous), Mannivakkam, Tambaram, Kancheepuram, Chennai-600048.",CHENGALPATTU,Artificial Intelligence and Data Science,ad,154.0,130.0,118.0,124.5,110.5,Not Available,Not Available
TNEA2025-01873,1452,"PERI Institute of Technology (Autonomous), Mannivakkam, Tambaram, Kancheepuram, Chennai-600048.",CHENGALPATTU,Civil Engineering,ce,89.0,130.0,118.0,124.5,110.5,Not Available,Not Available
TNEA2025-01874,1452,"PERI Institute of Technology (Autonomous), Mannivakkam, Tambaram, Kancheepuram, Chennai-600048.",CHENGALPATTU,Computer Science and Bussiness System,cb,107.0,130.0,118.0,102.5,110.5,Not Available,Not Available
TNEA2025-01875,1452,"PERI Institute of Technology (Autonomous), Mannivakkam, Tambaram, Kancheepuram, Chennai-600048.",CHENGALPATTU,Computer Science and Engineering,cs,142.0,105.0,118.0,109.0,93.0,Not Available,Not Available
TNEA2025-01876,1452,"PERI Institute of Technology (Autonomous), Mannivakkam, Tambaram, Kancheepuram, Chennai-600048.",CHENGALPATTU,Computer Science and Engineering (Ai and Machine Learning),am,142.5,110.0,118.0,108.5,93.0,Not Available,Not Available
TNEA2025-01877,1452,"PERI Institute of Technology (Autonomous), Mannivakkam, Tambaram, Kancheepuram, Chennai-600048.",CHENGALPATTU,Computer Science and Engineering (Cyber Security),sc,111.0,90.0,118.0,108.5,97.5,Not Available,Not Available
TNEA2025-01878,1452,"PERI Institute of Technology (Autonomous), Mannivakkam, Tambaram, Kancheepuram, Chennai-600048.",CHENGALPATTU,Electrical and Electronics Engineering,ee,87.5,90.0,118.0,108.5,97.5,Not Available,Not Available
TNEA2025-01879,1452,"PERI Institute of Technology (Autonomous), Mannivakkam, Tambaram, Kancheepuram, Chennai-600048.",CHENGALPATTU,Electronics and Communication Engineering,ec,144.0,98.5,118.0,95.5,105.5,Not Available,Not Available
TNEA2025-01880,1452,"PERI Institute of Technology (Autonomous), Mannivakkam, Tambaram, Kancheepuram, Chennai-600048.",CHENGALPATTU,Information Technology,it,137.5,107.5,118.0,115.5,128.5,Not Available,Not Available
TNEA2025-01881,1452,"PERI Institute of Technology (Autonomous), Mannivakkam, Tambaram, Kancheepuram, Chennai-600048.",CHENGALPATTU,Mechanical Engineering,me,87.0,107.5,118.0,115.5,128.5,Not Available,Not Available
TNEA2025-00087,1501,"Adhiparasakthi College of Engineering, G.B.Nagar, Kalavai, Arcot Taluk, Vellore District-632506.",RANIPET,Artificial Intelligence and Data Science,ad,140.5,90.5,128.0,128.5,124.5,Not Available,Not Available
TNEA2025-00088,1501,"Adhiparasakthi College of Engineering, G.B.Nagar, Kalavai, Arcot Taluk, Vellore District-632506.",RANIPET,Civil Engineering,ce,105.0,90.5,128.0,128.5,124.5,Not Available,Not Available
TNEA2025-00089,1501,"Adhiparasakthi College of Engineering, G.B.Nagar, Kalavai, Arcot Taluk, Vellore District-632506.",RANIPET,Computer Science and Engineering,cs,145.5,135.0,128.0,127.5,104.0,Not Available,Not Available
TNEA2025-00090,1501,"Adhiparasakthi College of Engineering, G.B.Nagar, Kalavai, Arcot Taluk, Vellore District-632506.",RANIPET,Computer Science and Engineering (Cyber Security),sc,127.5,111.0,128.0,110.0,104.0,Not Available,Not Available
TNEA2025-00091,1501,"Adhiparasakthi College of Engineering, G.B.Nagar, Kalavai, Arcot Taluk, Vellore District-632506.",RANIPET,Electrical and Electronics Engineering,ee,114.5,82.5,128.0,109.0,106.5,Not Available,Not Available
TNEA2025-00092,1501,"Adhiparasakthi College of Engineering, G.B.Nagar, Kalavai, Arcot Taluk, Vellore District-632506.",RANIPET,Electronics and Communication Engineering,ec,140.5,114.0,139.0,127.5,116.0,Not Available,Not Available
TNEA2025-00093,1501,"Adhiparasakthi College of Engineering, G.B.Nagar, Kalavai, Arcot Taluk, Vellore District-632506.",RANIPET,Information Technology,it,143.0,125.5,106.5,123.0,110.5,Not Available,Not Available
TNEA2025-00094,1501,"Adhiparasakthi College of Engineering, G.B.Nagar, Kalavai, Arcot Taluk, Vellore District-632506.",RANIPET,Mechanical Engineering,me,111.5,99.0,106.5,100.5,110.5,Not Available,Not Available
TNEA2025-00298,1503,"Arulmigu Meenakshi Amman College of Engineering, Vadamavandal Village, Namandi Post, (Near Kanchipuram), Tiruvanamalai-604410.",TIRUVANNAMALAI,Bio Technology,bt,94.5,Not Available,Not Available,96.5,Not Available,Not Available,Not Available
TNEA2025-00299,1503,"Arulmigu Meenakshi Amman College of Engineering, Vadamavandal Village, Namandi Post, (Near Kanchipuram), Tiruvanamalai-604410.",TIRUVANNAMALAI,Chemical Engineering,ch,94.5,Not Available,Not Available,96.5,Not Available,Not Available,Not Available
TNEA2025-00300,1503,"Arulmigu Meenakshi Amman College of Engineering, Vadamavandal Village, Namandi Post, (Near Kanchipuram), Tiruvanamalai-604410.",TIRUVANNAMALAI,Civil Engineering,ce,94.5,Not Available,Not Available,96.5,Not Available,Not Available,Not Available
TNEA2025-00301,1503,"Arulmigu Meenakshi Amman College of Engineering, Vadamavandal Village, Namandi Post, (Near Kanchipuram), Tiruvanamalai-604410.",TIRUVANNAMALAI,Computer Science and Engineering,cs,110.5,Not Available,Not Available,96.5,Not Available,Not Available,Not Available
TNEA2025-00302,1503,"Arulmigu Meenakshi Amman College of Engineering, Vadamavandal Village, Namandi Post, (Near Kanchipuram), Tiruvanamalai-604410.",TIRUVANNAMALAI,Electrical and Electronics Engineering,ee,85.0,Not Available,Not Available,96.5,Not Available,Not Available,Not Available
TNEA2025-00303,1503,"Arulmigu Meenakshi Amman College of Engineering, Vadamavandal Village, Namandi Post, (Near Kanchipuram), Tiruvanamalai-604410.",TIRUVANNAMALAI,Electronics and Communication Engineering,ec,85.0,Not Available,Not Available,96.5,Not Available,Not Available,Not Available
TNEA2025-00304,1503,"Arulmigu Meenakshi Amman College of Engineering, Vadamavandal Village, Namandi Post, (Near Kanchipuram), Tiruvanamalai-604410.",TIRUVANNAMALAI,Information Technology,it,136.0,Not Available,Not Available,96.5,Not Available,Not Available,Not Available
