RECORD_ID,COLLEGE_CODE,COLLEGE_NAME,DISTRICT,BRANCH_NAME,BRANCH_CODE,OC,BC,BCM,MBC,SC,SCA,ST
TNEA2025-02428,2659,"Salem College of Engineering and Technology, NH-68 Salem-Attur Main Road, Mettupatty Perumapalayam, Salem-636111.",SALEM,Information Technology,it,109.0,80.0,98.0,85.0,87.0,105.5,82.0
TNEA2025-02429,2659,"Salem College of Engineering and Technology, NH-68 Salem-Attur Main Road, Mettupatty Perumapalayam, Salem-636111.",SALEM,Mechanical Engineering,me,105.5,86.0,98.0,84.5,80.5,104.0,82.0
TNEA2025-02614,2673,"Sree Sakthi Engineering College (Autonomous), 899/1 & 898/2, Bettathapuram, Bilichi Village, Karamadai, Coimbatore-641104.",COIMBATORE,Artificial Intelligence and Data Science,ad,151.0,131.5,90.5,138.5,112.5,104.5,106.5
TNEA2025-02615,2673,"Sree Sakthi Engineering College (Autonomous), 899/1 & 898/2, Bettathapuram, Bilichi Village, Karamadai, Coimbatore-641104.",COIMBATORE,Civil Engineering,ce,120.0,102.0,90.5,115.0,100.0,104.5,106.5
TNEA2025-02616,2673,"Sree Sakthi Engineering College (Autonomous), 899/1 & 898/2, Bettathapuram, Bilichi Village, Karamadai, Coimbatore-641104.",COIMBATORE,Computer Science and Engineering,cs,151.5,144.0,131.5,132.0,112.5,117.5,106.5
TNEA2025-02617,2673,"Sree Sakthi Engineering College (Autonomous), 899/1 & 898/2, Bettathapuram, Bilichi Village, Karamadai, Coimbatore-641104.",COIMBATORE,Computer Science and Engineering (Ai and Machine Learning),am,145.5,133.0,129.5,132.5,125.5,116.0,110.5
TNEA2025-02618,2673,"Sree Sakthi Engineering College (Autonomous), 899/1 & 898/2, Bettathapuram, Bilichi Village, Karamadai, Coimbatore-641104.",COIMBATORE,Computer Science and Engineering (Cyber Security),sc,148.5,129.0,140.5,129.5,123.5,145.0,133.5
TNEA2025-02619,2673,"Sree Sakthi Engineering College (Autonomous), 899/1 & 898/2, Bettathapuram, Bilichi Village, Karamadai, Coimbatore-641104.",COIMBATORE,Electrical and Electronics Engineering,ee,129.5,112.5,140.5,115.5,114.0,115.5,133.5
TNEA2025-02620,2673,"Sree Sakthi Engineering College (Autonomous), 899/1 & 898/2, Bettathapuram, Bilichi Village, Karamadai, Coimbatore-641104.",COIMBATORE,Electronics and Communication Engineering,ec,146.5,120.5,94.0,127.5,111.0,119.0,135.5
TNEA2025-02621,2673,"Sree Sakthi Engineering College (Autonomous), 899/1 & 898/2, Bettathapuram, Bilichi Village, Karamadai, Coimbatore-641104.",COIMBATORE,Information Technology,it,151.0,125.0,130.5,130.0,125.0,126.0,135.5
TNEA2025-02622,2673,"Sree Sakthi Engineering College (Autonomous), 899/1 & 898/2, Bettathapuram, Bilichi Village, Karamadai, Coimbatore-641104.",COIMBATORE,Mechanical Engineering,me,114.5,103.5,130.5,108.5,101.5,99.0,135.5
TNEA2025-02565,2683,"Shreenivasa Engineering College, B.Pallipatti, Bommidi, Pappireddipatti Taluk, Dharmapuri District-635301.",DHARMAPURI,Agricultural Engineering,ag,92.0,102.5,98.5,80.0,103.0,Not Available,91.5
TNEA2025-02566,2683,"Shreenivasa Engineering College, B.Pallipatti, Bommidi, Pappireddipatti Taluk, Dharmapuri District-635301.",DHARMAPURI,Artificial Intelligence and Data Science,ad,102.0,102.5,98.5,80.0,103.0,Not Available,91.5
TNEA2025-02567,2683,"Shreenivasa Engineering College, B.Pallipatti, Bommidi, Pappireddipatti Taluk, Dharmapuri District-635301.",DHARMAPURI,Bio Medical Engineering,bm,91.5,102.5,98.5,80.0,103.0,Not Available,91.5
TNEA2025-02568,2683,"Shreenivasa Engineering College, B.Pallipatti, Bommidi, Pappireddipatti Taluk, Dharmapuri District-635301.",DHARMAPURI,Computer Science and Engineering,cs,104.0,102.5,98.5,85.0,103.0,Not Available,91.5
TNEA2025-02569,2683,"Shreenivasa Engineering College, B.Pallipatti, Bommidi, Pappireddipatti Taluk, Dharmapuri District-635301.",DHARMAPURI,Electrical and Electronics Engineering,ee,99.0,97.0,98.5,88.5,103.0,Not Available,91.5
TNEA2025-02570,2683,"Shreenivasa Engineering College, B.Pallipatti, Bommidi, Pappireddipatti Taluk, Dharmapuri District-635301.",DHARMAPURI,Information Technology,it,98.0,86.0,98.5,85.0,82.5,Not Available,91.5
TNEA2025-02571,2683,"Shreenivasa Engineering College, B.Pallipatti, Bommidi, Pappireddipatti Taluk, Dharmapuri District-635301.",DHARMAPURI,Mechanical Engineering,me,84.0,86.0,98.5,85.0,82.5,Not Available,91.5
TNEA2025-00358,2702,"Bannari Amman Institute of Technology (Autonomous), Sathy-Bhavani Road, (State Highway), Alathukombai Post, Sathyamangalam (Taluk), Erode District-638401.",ERODE,Agricultural Engineering,ag,165.5,160.0,173.0,147.5,111.0,134.0,118.0
TNEA2025-00359,2702,"Bannari Amman Institute of Technology (Autonomous), Sathy-Bhavani Road, (State Highway), Alathukombai Post, Sathyamangalam (Taluk), Erode District-638401.",ERODE,Artificial Intelligence and Data Science,ad,183.5,181.0,173.0,175.5,132.0,134.0,118.0
TNEA2025-00360,2702,"Bannari Amman Institute of Technology (Autonomous), Sathy-Bhavani Road, (State Highway), Alathukombai Post, Sathyamangalam (Taluk), Erode District-638401.",ERODE,Artificial Intelligence and Machine Learning,al,180.5,179.0,174.0,175.0,131.5,127.5,118.0
TNEA2025-00361,2702,"Bannari Amman Institute of Technology (Autonomous), Sathy-Bhavani Road, (State Highway), Alathukombai Post, Sathyamangalam (Taluk), Erode District-638401.",ERODE,Bio Technology,bt,173.0,165.5,155.5,153.0,107.5,121.0,118.0
TNEA2025-00362,2702,"Bannari Amman Institute of Technology (Autonomous), Sathy-Bhavani Road, (State Highway), Alathukombai Post, Sathyamangalam (Taluk), Erode District-638401.",ERODE,Computer Science and Bussiness System,cb,181.0,179.0,155.5,175.5,135.5,132.5,104.0
TNEA2025-00363,2702,"Bannari Amman Institute of Technology (Autonomous), Sathy-Bhavani Road, (State Highway), Alathukombai Post, Sathyamangalam (Taluk), Erode District-638401.",ERODE,Computer Science and Engineering,cs,187.5,184.0,181.5,182.5,142.5,115.0,112.0
TNEA2025-00364,2702,"Bannari Amman Institute of Technology (Autonomous), Sathy-Bhavani Road, (State Highway), Alathukombai Post, Sathyamangalam (Taluk), Erode District-638401.",ERODE,Electrical and Electronics Engineering,ee,179.0,176.5,167.0,167.0,128.0,132.0,125.0
TNEA2025-00365,2702,"Bannari Amman Institute of Technology (Autonomous), Sathy-Bhavani Road, (State Highway), Alathukombai Post, Sathyamangalam (Taluk), Erode District-638401.",ERODE,Electronics and Communication Engineering,ec,184.0,181.5,173.5,176.0,136.0,139.5,119.0
TNEA2025-00366,2702,"Bannari Amman Institute of Technology (Autonomous), Sathy-Bhavani Road, (State Highway), Alathukombai Post, Sathyamangalam (Taluk), Erode District-638401.",ERODE,Electronics and Instrumentation Engineering,ei,175.5,174.0,172.0,166.0,118.0,127.0,119.0
TNEA2025-00367,2702,"Bannari Amman Institute of Technology (Autonomous), Sathy-Bhavani Road, (State Highway), Alathukombai Post, Sathyamangalam (Taluk), Erode District-638401.",ERODE,Information Technology,it,184.0,182.0,174.5,176.0,135.5,111.0,134.0
TNEA2025-00368,2702,"Bannari Amman Institute of Technology (Autonomous), Sathy-Bhavani Road, (State Highway), Alathukombai Post, Sathyamangalam (Taluk), Erode District-638401.",ERODE,Mechanical Engineering,me,171.0,167.5,161.5,160.0,122.0,126.5,134.0
TNEA2025-00369,2702,"Bannari Amman Institute of Technology (Autonomous), Sathy-Bhavani Road, (State Highway), Alathukombai Post, Sathyamangalam (Taluk), Erode District-638401.",ERODE,Mechatronics Engineering,mz,173.0,170.0,146.0,165.0,113.0,126.5,134.0
TNEA2025-00517,2704,"Coimbatore Institute of Engineering and Technology (Autonomous), Vellimalaipattinam, Narasipuram Post, Thondamuthur Via, Coimbatore-641109.",COIMBATORE,Artificial Intelligence and Data Science,ad,171.5,160.5,159.0,156.0,134.0,123.0,Not Available
TNEA2025-00518,2704,"Coimbatore Institute of Engineering and Technology (Autonomous), Vellimalaipattinam, Narasipuram Post, Thondamuthur Via, Coimbatore-641109.",COIMBATORE,Civil Engineering,ce,130.0,94.0,120.0,84.0,107.0,123.0,Not Available
TNEA2025-00519,2704,"Coimbatore Institute of Engineering and Technology (Autonomous), Vellimalaipattinam, Narasipuram Post, Thondamuthur Via, Coimbatore-641109.",COIMBATORE,Computer Science and Engineering,cs,170.0,161.5,154.0,158.0,125.0,151.5,Not Available
